SN,Commodity,Date,Unit,Minimum,Maximum,Average
162320,Tomato Small(Terai),2020-02-29,KG,20.0,25.0,22.5
162396,Tomato Big(Nepali),2020-03-01,Kg,70.0,80.0,75.0
162397,Tomato Big(Indian),2020-03-01,Kg,70.0,80.0,75.0
162398,Tomato Small(Local),2020-03-01,Kg,30.0,40.0,35.0
162399,Tomato Small(Tunnel),2020-03-01,Kg,30.0,40.0,35.0
162400,Tomato Small(Indian),2020-03-01,KG,40.0,50.0,45.0
162401,Tomato Small(Terai),2020-03-01,KG,30.0,40.0,35.0
162477,Tomato Big(Nepali),2020-03-02,Kg,45.0,50.0,47.5
162478,Tomato Big(Indian),2020-03-02,Kg,45.0,50.0,47.5
162479,Tomato Small(Local),2020-03-02,Kg,25.0,30.0,27.5
162480,Tomato Small(Tunnel),2020-03-02,Kg,25.0,30.0,27.5
162481,Tomato Small(Indian),2020-03-02,KG,35.0,40.0,37.5
162482,Tomato Small(Terai),2020-03-02,KG,28.0,30.0,29.0
162557,Tomato Big(Nepali),2020-03-04,Kg,45.0,50.0,47.5
162558,Tomato Big(Indian),2020-03-04,Kg,45.0,50.0,47.5
162559,Tomato Small(Local),2020-03-04,Kg,25.0,30.0,27.5
162560,Tomato Small(Tunnel),2020-03-04,Kg,30.0,35.0,32.5
162561,Tomato Small(Indian),2020-03-04,KG,33.0,38.0,35.5
162562,Tomato Small(Terai),2020-03-04,KG,30.0,35.0,32.5
162636,Tomato Big(Nepali),2020-03-05,Kg,45.0,50.0,47.5
162637,Tomato Big(Indian),2020-03-05,Kg,45.0,50.0,47.5
162638,Tomato Small(Local),2020-03-05,Kg,25.0,30.0,27.5
162639,Tomato Small(Tunnel),2020-03-05,Kg,25.0,30.0,27.5
162640,Tomato Small(Indian),2020-03-05,KG,35.0,40.0,37.5
162641,Tomato Small(Terai),2020-03-05,KG,35.0,40.0,37.5
162716,Tomato Big(Nepali),2020-03-06,Kg,45.0,50.0,47.5
162717,Tomato Big(Indian),2020-03-06,Kg,45.0,50.0,47.5
162718,Tomato Small(Local),2020-03-06,Kg,30.0,35.0,32.5
162719,Tomato Small(Tunnel),2020-03-06,Kg,30.0,35.0,32.5
162720,Tomato Small(Indian),2020-03-06,KG,35.0,40.0,37.5
162721,Tomato Small(Terai),2020-03-06,KG,30.0,35.0,32.5
162797,Tomato Big(Nepali),2020-03-07,Kg,45.0,50.0,47.5
162798,Tomato Big(Indian),2020-03-07,Kg,45.0,50.0,47.5
162799,Tomato Small(Local),2020-03-07,Kg,40.0,45.0,42.5
162800,Tomato Small(Tunnel),2020-03-07,Kg,40.0,45.0,42.5
162801,Tomato Small(Indian),2020-03-07,KG,45.0,50.0,47.5
162802,Tomato Small(Terai),2020-03-07,KG,40.0,45.0,42.5
162879,Tomato Big(Nepali),2020-03-08,Kg,45.0,50.0,47.5
162880,Tomato Big(Indian),2020-03-08,Kg,45.0,50.0,47.5
162881,Tomato Small(Local),2020-03-08,Kg,30.0,35.0,32.5
162882,Tomato Small(Tunnel),2020-03-08,Kg,35.0,40.0,37.5
162883,Tomato Small(Indian),2020-03-08,KG,40.0,45.0,42.5
162884,Tomato Small(Terai),2020-03-08,KG,35.0,40.0,37.5
162962,Tomato Big(Nepali),2020-03-09,Kg,45.0,50.0,47.5
162963,Tomato Big(Indian),2020-03-09,Kg,45.0,50.0,47.5
162964,Tomato Small(Local),2020-03-09,Kg,25.0,30.0,27.5
162965,Tomato Small(Tunnel),2020-03-09,Kg,43.0,46.0,44.5
162966,Tomato Small(Indian),2020-03-09,KG,43.0,46.0,44.5
162967,Tomato Small(Terai),2020-03-09,KG,30.0,35.0,32.5
163044,Tomato Big(Nepali),2020-03-10,Kg,45.0,50.0,47.5
163045,Tomato Big(Indian),2020-03-10,Kg,45.0,50.0,47.5
163046,Tomato Small(Local),2020-03-10,Kg,25.0,30.0,27.5
163047,Tomato Small(Tunnel),2020-03-10,Kg,35.0,40.0,37.5
163048,Tomato Small(Indian),2020-03-10,KG,35.0,40.0,37.5
163049,Tomato Small(Terai),2020-03-10,KG,30.0,35.0,32.5
163126,Tomato Big(Nepali),2020-03-11,Kg,45.0,50.0,47.5
163127,Tomato Big(Indian),2020-03-11,Kg,45.0,50.0,47.5
163128,Tomato Small(Local),2020-03-11,Kg,25.0,30.0,27.5
163129,Tomato Small(Tunnel),2020-03-11,Kg,25.0,30.0,27.5
163130,Tomato Small(Indian),2020-03-11,KG,30.0,35.0,32.5
163131,Tomato Small(Terai),2020-03-11,KG,25.0,30.0,27.5
163208,Tomato Big(Nepali),2020-03-12,Kg,45.0,50.0,47.5
163209,Tomato Big(Indian),2020-03-12,Kg,45.0,50.0,47.5
163210,Tomato Small(Local),2020-03-12,Kg,25.0,30.0,27.5
163211,Tomato Small(Indian),2020-03-12,KG,35.0,40.0,37.5
163212,Tomato Small(Terai),2020-03-12,KG,25.0,30.0,27.5
163290,Tomato Big(Nepali),2020-03-13,Kg,45.0,50.0,47.5
163291,Tomato Big(Indian),2020-03-13,Kg,45.0,50.0,47.5
163292,Tomato Small(Local),2020-03-13,Kg,30.0,35.0,32.5
163293,Tomato Small(Indian),2020-03-13,KG,35.0,40.0,37.5
163294,Tomato Small(Terai),2020-03-13,KG,30.0,35.0,32.5
163371,Tomato Big(Nepali),2020-03-14,Kg,45.0,50.0,47.5
163372,Tomato Big(Indian),2020-03-14,Kg,45.0,50.0,47.5
163373,Tomato Small(Local),2020-03-14,Kg,30.0,35.0,32.5
163374,Tomato Small(Indian),2020-03-14,KG,35.0,40.0,37.5
163375,Tomato Small(Terai),2020-03-14,KG,35.0,40.0,37.5
163451,Tomato Big(Nepali),2020-03-15,Kg,45.0,50.0,47.5
163452,Tomato Big(Indian),2020-03-15,Kg,45.0,50.0,47.5
163453,Tomato Small(Local),2020-03-15,Kg,35.0,40.0,37.5
163454,Tomato Small(Indian),2020-03-15,KG,40.0,45.0,42.5
163455,Tomato Small(Terai),2020-03-15,KG,40.0,45.0,42.5
163531,Tomato Big(Nepali),2020-03-16,Kg,45.0,50.0,47.5
163532,Tomato Big(Indian),2020-03-16,Kg,45.0,50.0,47.5
163533,Tomato Small(Local),2020-03-16,Kg,35.0,40.0,37.5
163534,Tomato Small(Tunnel),2020-03-16,Kg,40.0,45.0,42.5
163535,Tomato Small(Indian),2020-03-16,KG,40.0,45.0,42.5
163536,Tomato Small(Terai),2020-03-16,KG,35.0,40.0,37.5
163612,Tomato Big(Nepali),2020-03-17,Kg,45.0,50.0,47.5
163613,Tomato Big(Indian),2020-03-17,Kg,45.0,50.0,47.5
163614,Tomato Small(Local),2020-03-17,Kg,35.0,40.0,37.5
163615,Tomato Small(Tunnel),2020-03-17,Kg,35.0,40.0,37.5
163616,Tomato Small(Indian),2020-03-17,KG,35.0,40.0,37.5
163617,Tomato Small(Terai),2020-03-17,KG,35.0,40.0,37.5
163691,Tomato Big(Nepali),2020-03-18,Kg,45.0,50.0,47.5
163692,Tomato Big(Indian),2020-03-18,Kg,45.0,50.0,47.5
163693,Tomato Small(Local),2020-03-18,Kg,35.0,40.0,37.5
163694,Tomato Small(Tunnel),2020-03-18,Kg,40.0,45.0,42.5
163695,Tomato Small(Indian),2020-03-18,KG,40.0,45.0,42.5
163696,Tomato Small(Terai),2020-03-18,KG,35.0,40.0,37.5
163774,Tomato Big(Nepali),2020-03-19,Kg,45.0,50.0,47.5
163775,Tomato Big(Indian),2020-03-19,Kg,45.0,50.0,47.5
163776,Tomato Small(Local),2020-03-19,Kg,35.0,40.0,37.5
163777,Tomato Small(Tunnel),2020-03-19,Kg,35.0,40.0,37.5
163778,Tomato Small(Indian),2020-03-19,KG,35.0,40.0,37.5
163779,Tomato Small(Terai),2020-03-19,KG,35.0,40.0,37.5
163856,Tomato Big(Nepali),2020-03-20,Kg,45.0,50.0,47.5
163857,Tomato Big(Indian),2020-03-20,Kg,45.0,50.0,47.5
163858,Tomato Small(Local),2020-03-20,Kg,35.0,40.0,37.5
163859,Tomato Small(Tunnel),2020-03-20,Kg,35.0,40.0,37.5
163860,Tomato Small(Indian),2020-03-20,KG,35.0,40.0,37.5
163861,Tomato Small(Terai),2020-03-20,KG,35.0,40.0,37.5
163939,Tomato Big(Nepali),2020-03-21,Kg,45.0,50.0,47.5
163940,Tomato Big(Indian),2020-03-21,Kg,45.0,50.0,47.5
163941,Tomato Small(Local),2020-03-21,Kg,35.0,40.0,37.5
163942,Tomato Small(Tunnel),2020-03-21,Kg,45.0,50.0,47.5
163943,Tomato Small(Indian),2020-03-21,KG,35.0,40.0,37.5
163944,Tomato Small(Terai),2020-03-21,KG,35.0,40.0,37.5
164021,Tomato Big(Nepali),2020-03-22,Kg,45.0,50.0,47.5
164022,Tomato Big(Indian),2020-03-22,Kg,45.0,50.0,47.5
164023,Tomato Small(Local),2020-03-22,Kg,50.0,55.0,52.5
164024,Tomato Small(Tunnel),2020-03-22,Kg,60.0,70.0,65.0
164025,Tomato Small(Indian),2020-03-22,KG,60.0,65.0,62.5
164026,Tomato Small(Terai),2020-03-22,KG,60.0,65.0,62.5
164102,Tomato Big(Nepali),2020-03-23,Kg,45.0,50.0,47.5
164103,Tomato Big(Indian),2020-03-23,Kg,45.0,50.0,47.5
164104,Tomato Small(Local),2020-03-23,Kg,55.0,60.0,57.5
164105,Tomato Small(Indian),2020-03-23,KG,60.0,65.0,62.5
164106,Tomato Small(Terai),2020-03-23,KG,60.0,65.0,62.5
164185,Tomato Big(Nepali),2020-03-25,Kg,45.0,50.0,47.5
164186,Tomato Big(Indian),2020-03-25,Kg,45.0,50.0,47.5
164187,Tomato Small(Local),2020-03-25,Kg,50.0,60.0,55.0
164188,Tomato Small(Tunnel),2020-03-25,Kg,50.0,60.0,55.0
164189,Tomato Small(Indian),2020-03-25,KG,50.0,60.0,55.0
164190,Tomato Small(Terai),2020-03-25,KG,50.0,60.0,55.0
164238,Tomato Big(Nepali),2020-03-26,Kg,45.0,50.0,47.5
164239,Tomato Big(Indian),2020-03-26,Kg,45.0,50.0,47.5
164240,Tomato Small(Local),2020-03-26,Kg,75.0,80.0,77.5
164241,Tomato Small(Tunnel),2020-03-26,Kg,75.0,80.0,77.5
164242,Tomato Small(Indian),2020-03-26,KG,75.0,80.0,77.5
164243,Tomato Small(Terai),2020-03-26,KG,75.0,80.0,77.5
164300,Tomato Big(Nepali),2020-03-27,Kg,50.0,55.0,52.5
164301,Tomato Big(Indian),2020-03-27,Kg,50.0,55.0,52.5
164302,Tomato Small(Local),2020-03-27,Kg,65.0,70.0,67.5
164303,Tomato Small(Tunnel),2020-03-27,Kg,70.0,80.0,75.0
164304,Tomato Small(Indian),2020-03-27,KG,70.0,80.0,75.0
164305,Tomato Small(Terai),2020-03-27,KG,65.0,70.0,67.5
164371,Tomato Big(Nepali),2020-03-28,Kg,45.0,50.0,47.5
164372,Tomato Big(Indian),2020-03-28,Kg,45.0,50.0,47.5
164373,Tomato Small(Local),2020-03-28,Kg,65.0,70.0,67.5
164374,Tomato Small(Tunnel),2020-03-28,Kg,75.0,80.0,77.5
164375,Tomato Small(Indian),2020-03-28,KG,75.0,80.0,77.5
164376,Tomato Small(Terai),2020-03-28,KG,65.0,70.0,67.5
164437,Tomato Big(Nepali),2020-03-29,Kg,45.0,50.0,47.5
164438,Tomato Big(Indian),2020-03-29,Kg,45.0,50.0,47.5
164439,Tomato Small(Local),2020-03-29,Kg,75.0,80.0,77.5
164440,Tomato Small(Tunnel),2020-03-29,Kg,80.0,88.0,84.0
164441,Tomato Small(Indian),2020-03-29,KG,80.0,88.0,84.0
164442,Tomato Small(Terai),2020-03-29,KG,75.0,80.0,77.5
164505,Tomato Big(Nepali),2020-03-30,Kg,40.0,45.0,42.5
164506,Tomato Big(Indian),2020-03-30,Kg,40.0,45.0,42.5
164507,Tomato Small(Local),2020-03-30,Kg,80.0,85.0,82.5
164508,Tomato Small(Tunnel),2020-03-30,Kg,85.0,90.0,87.5
164509,Tomato Small(Indian),2020-03-30,KG,85.0,90.0,87.5
164510,Tomato Small(Terai),2020-03-30,KG,82.0,85.0,83.5
164572,Tomato Big(Nepali),2020-03-31,Kg,40.0,45.0,42.5
164573,Tomato Big(Indian),2020-03-31,Kg,40.0,45.0,42.5
164574,Tomato Small(Local),2020-03-31,Kg,55.0,60.0,57.5
164575,Tomato Small(Tunnel),2020-03-31,Kg,75.0,80.0,77.5
164576,Tomato Small(Indian),2020-03-31,KG,75.0,80.0,77.5
164577,Tomato Small(Terai),2020-03-31,KG,45.0,50.0,47.5
164638,Tomato Big(Nepali),2020-04-01,Kg,35.0,40.0,37.5
164639,Tomato Big(Indian),2020-04-01,Kg,35.0,40.0,37.5
164640,Tomato Small(Local),2020-04-01,Kg,45.0,50.0,47.5
164641,Tomato Small(Tunnel),2020-04-01,Kg,60.0,70.0,65.0
164642,Tomato Small(Indian),2020-04-01,KG,60.0,70.0,65.0
164643,Tomato Small(Terai),2020-04-01,KG,45.0,50.0,47.5
164705,Tomato Big(Nepali),2020-04-02,Kg,40.0,45.0,42.5
164706,Tomato Big(Indian),2020-04-02,Kg,40.0,45.0,42.5
164707,Tomato Small(Local),2020-04-02,Kg,45.0,50.0,47.5
164708,Tomato Small(Tunnel),2020-04-02,Kg,45.0,50.0,47.5
164709,Tomato Small(Indian),2020-04-02,KG,45.0,50.0,47.5
164771,Tomato Big(Nepali),2020-04-03,Kg,35.0,40.0,37.5
164772,Tomato Big(Indian),2020-04-03,Kg,35.0,40.0,37.5
164773,Tomato Small(Local),2020-04-03,Kg,35.0,40.0,37.5
164774,Tomato Small(Tunnel),2020-04-03,Kg,40.0,50.0,45.0
164775,Tomato Small(Indian),2020-04-03,KG,40.0,50.0,45.0
164836,Tomato Big(Nepali),2020-04-04,Kg,35.0,40.0,37.5
164837,Tomato Big(Indian),2020-04-04,Kg,35.0,40.0,37.5
164838,Tomato Small(Local),2020-04-04,Kg,35.0,40.0,37.5
164839,Tomato Small(Tunnel),2020-04-04,Kg,40.0,50.0,45.0
164840,Tomato Small(Indian),2020-04-04,KG,40.0,50.0,45.0
164899,Tomato Big(Nepali),2020-04-05,Kg,35.0,40.0,37.5
164900,Tomato Big(Indian),2020-04-05,Kg,35.0,40.0,37.5
164901,Tomato Small(Local),2020-04-05,Kg,35.0,40.0,37.5
164902,Tomato Small(Tunnel),2020-04-05,Kg,35.0,40.0,37.5
164903,Tomato Small(Indian),2020-04-05,KG,35.0,40.0,37.5
164963,Tomato Small(Local),2020-04-06,Kg,35.0,40.0,37.5
164964,Tomato Small(Indian),2020-04-06,KG,40.0,50.0,45.0
165025,Tomato Small(Local),2020-04-07,Kg,45.0,50.0,47.5
165026,Tomato Small(Indian),2020-04-07,KG,50.0,60.0,55.0
165087,Tomato Small(Local),2020-04-08,Kg,45.0,50.0,47.5
165088,Tomato Small(Indian),2020-04-08,KG,55.0,60.0,57.5
165147,Tomato Small(Tunnel),2020-04-13,Kg,55.0,60.0,57.5
165148,Tomato Small(Indian),2020-04-13,KG,55.0,60.0,57.5
165149,Tomato Small(Terai),2020-04-13,KG,40.0,45.0,42.5
165204,Tomato Small(Tunnel),2020-04-14,Kg,45.0,50.0,47.5
165205,Tomato Small(Indian),2020-04-14,KG,45.0,50.0,47.5
165206,Tomato Small(Terai),2020-04-14,KG,35.0,40.0,37.5
165256,Tomato Small(Tunnel),2020-04-15,Kg,45.0,50.0,47.5
165257,Tomato Small(Indian),2020-04-15,KG,45.0,50.0,47.5
165258,Tomato Small(Terai),2020-04-15,KG,30.0,35.0,32.5
165311,Tomato Small(Tunnel),2020-04-16,Kg,40.0,50.0,45.0
165312,Tomato Small(Indian),2020-04-16,KG,40.0,50.0,45.0
165313,Tomato Small(Terai),2020-04-16,KG,30.0,35.0,32.5
165368,Tomato Small(Tunnel),2020-04-17,Kg,30.0,35.0,32.5
165369,Tomato Small(Indian),2020-04-17,KG,30.0,35.0,32.5
165370,Tomato Small(Terai),2020-04-17,KG,25.0,30.0,27.5
165424,Tomato Small(Tunnel),2020-04-20,Kg,35.0,40.0,37.5
165425,Tomato Small(Indian),2020-04-20,KG,35.0,40.0,37.5
165426,Tomato Small(Terai),2020-04-20,KG,25.0,30.0,27.5
165465,Tomato Small(Tunnel),2020-04-21,Kg,30.0,35.0,32.5
165466,Tomato Small(Indian),2020-04-21,KG,30.0,35.0,32.5
165467,Tomato Small(Terai),2020-04-21,KG,25.0,30.0,27.5
165514,Tomato Small(Local),2020-04-22,Kg,20.0,25.0,22.5
165515,Tomato Small(Tunnel),2020-04-22,Kg,25.0,30.0,27.5
165516,Tomato Small(Terai),2020-04-22,KG,20.0,25.0,22.5
165564,Tomato Small(Local),2020-04-23,Kg,15.0,20.0,17.5
165565,Tomato Small(Tunnel),2020-04-23,Kg,25.0,30.0,27.5
165566,Tomato Small(Indian),2020-04-23,KG,20.0,25.0,22.5
165567,Tomato Small(Terai),2020-04-23,KG,15.0,20.0,17.5
165614,Tomato Small(Local),2020-04-24,Kg,20.0,25.0,22.5
165615,Tomato Small(Tunnel),2020-04-24,Kg,25.0,30.0,27.5
165616,Tomato Small(Indian),2020-04-24,KG,25.0,30.0,27.5
165617,Tomato Small(Terai),2020-04-24,KG,20.0,25.0,22.5
165662,Tomato Small(Local),2020-04-25,Kg,20.0,25.0,22.5
165663,Tomato Small(Tunnel),2020-04-25,Kg,25.0,30.0,27.5
165664,Tomato Small(Indian),2020-04-25,KG,25.0,30.0,27.5
165665,Tomato Small(Terai),2020-04-25,KG,20.0,25.0,22.5
165714,Tomato Small(Local),2020-04-26,Kg,20.0,25.0,22.5
165715,Tomato Small(Tunnel),2020-04-26,Kg,25.0,30.0,27.5
165716,Tomato Small(Indian),2020-04-26,KG,25.0,30.0,27.5
165717,Tomato Small(Terai),2020-04-26,KG,20.0,25.0,22.5
165770,Tomato Small(Local),2020-04-27,Kg,20.0,25.0,22.5
165771,Tomato Small(Tunnel),2020-04-27,Kg,25.0,30.0,27.5
165772,Tomato Small(Indian),2020-04-27,KG,25.0,30.0,27.5
165773,Tomato Small(Terai),2020-04-27,KG,20.0,25.0,22.5
165826,Tomato Small(Local),2020-04-28,Kg,20.0,25.0,22.5
165827,Tomato Small(Tunnel),2020-04-28,Kg,25.0,30.0,27.5
165828,Tomato Small(Indian),2020-04-28,KG,25.0,30.0,27.5
165829,Tomato Small(Terai),2020-04-28,KG,20.0,25.0,22.5
165881,Tomato Small(Local),2020-04-29,Kg,20.0,25.0,22.5
165882,Tomato Small(Tunnel),2020-04-29,Kg,25.0,30.0,27.5
165883,Tomato Small(Indian),2020-04-29,KG,25.0,30.0,27.5
165884,Tomato Small(Terai),2020-04-29,KG,20.0,25.0,22.5
165936,Tomato Small(Local),2020-04-30,Kg,20.0,25.0,22.5
165937,Tomato Small(Tunnel),2020-04-30,Kg,25.0,30.0,27.5
165938,Tomato Small(Indian),2020-04-30,KG,25.0,30.0,27.5
165939,Tomato Small(Terai),2020-04-30,KG,20.0,25.0,22.5
165991,Tomato Small(Local),2020-05-01,Kg,20.0,25.0,22.5
165992,Tomato Small(Tunnel),2020-05-01,Kg,25.0,30.0,27.5
165993,Tomato Small(Indian),2020-05-01,KG,25.0,30.0,27.5
165994,Tomato Small(Terai),2020-05-01,KG,20.0,25.0,22.5
166047,Tomato Small(Local),2020-05-02,Kg,20.0,25.0,22.5
166048,Tomato Small(Tunnel),2020-05-02,Kg,25.0,30.0,27.5
166049,Tomato Small(Indian),2020-05-02,KG,25.0,30.0,27.5
166050,Tomato Small(Terai),2020-05-02,KG,20.0,25.0,22.5
166105,Tomato Small(Local),2020-05-03,Kg,25.0,30.0,27.5
166106,Tomato Small(Tunnel),2020-05-03,Kg,25.0,30.0,27.5
166107,Tomato Small(Indian),2020-05-03,KG,25.0,30.0,27.5
166162,Tomato Small(Local),2020-05-04,Kg,25.0,30.0,27.5
166163,Tomato Small(Tunnel),2020-05-04,Kg,25.0,30.0,27.5
166164,Tomato Small(Indian),2020-05-04,KG,25.0,30.0,27.5
166219,Tomato Small(Local),2020-05-05,Kg,25.0,30.0,27.5
166220,Tomato Small(Tunnel),2020-05-05,Kg,25.0,30.0,27.5
166221,Tomato Small(Indian),2020-05-05,KG,25.0,30.0,27.5
166222,Tomato Small(Terai),2020-05-05,KG,25.0,30.0,27.5
166277,Tomato Small(Local),2020-05-06,Kg,30.0,35.0,32.5
166278,Tomato Small(Tunnel),2020-05-06,Kg,35.0,40.0,37.5
166279,Tomato Small(Indian),2020-05-06,KG,35.0,40.0,37.5
166280,Tomato Small(Terai),2020-05-06,KG,30.0,35.0,32.5
166336,Tomato Small(Local),2020-05-07,Kg,25.0,30.0,27.5
166337,Tomato Small(Tunnel),2020-05-07,Kg,25.0,30.0,27.5
166338,Tomato Small(Indian),2020-05-07,KG,25.0,30.0,27.5
166339,Tomato Small(Terai),2020-05-07,KG,25.0,30.0,27.5
166396,Tomato Small(Local),2020-05-08,Kg,25.0,30.0,27.5
166397,Tomato Small(Tunnel),2020-05-08,Kg,25.0,30.0,27.5
166398,Tomato Small(Indian),2020-05-08,KG,25.0,30.0,27.5
166399,Tomato Small(Terai),2020-05-08,KG,25.0,30.0,27.5
166458,Tomato Small(Local),2020-05-09,Kg,25.0,30.0,27.5
166459,Tomato Small(Tunnel),2020-05-09,Kg,25.0,30.0,27.5
166460,Tomato Small(Indian),2020-05-09,KG,25.0,30.0,27.5
166461,Tomato Small(Terai),2020-05-09,KG,25.0,30.0,27.5
166519,Tomato Small(Local),2020-05-10,Kg,30.0,35.0,32.5
166520,Tomato Small(Tunnel),2020-05-10,Kg,30.0,35.0,32.5
166521,Tomato Small(Indian),2020-05-10,KG,35.0,40.0,37.5
166577,Tomato Small(Local),2020-05-11,Kg,35.0,40.0,37.5
166578,Tomato Small(Tunnel),2020-05-11,Kg,35.0,40.0,37.5
166579,Tomato Small(Indian),2020-05-11,KG,35.0,40.0,37.5
166638,Tomato Small(Local),2020-05-12,Kg,35.0,40.0,37.5
166639,Tomato Small(Tunnel),2020-05-12,Kg,35.0,40.0,37.5
166640,Tomato Small(Indian),2020-05-12,KG,35.0,40.0,37.5
166700,Tomato Small(Local),2020-05-13,Kg,35.0,40.0,37.5
166701,Tomato Small(Tunnel),2020-05-13,Kg,35.0,40.0,37.5
166702,Tomato Small(Indian),2020-05-13,KG,35.0,40.0,37.5
166760,Tomato Small(Local),2020-05-14,Kg,35.0,40.0,37.5
166761,Tomato Small(Tunnel),2020-05-14,Kg,35.0,40.0,37.5
166762,Tomato Small(Indian),2020-05-14,KG,35.0,40.0,37.5
166824,Tomato Small(Local),2020-05-15,Kg,30.0,35.0,32.5
166825,Tomato Small(Tunnel),2020-05-15,Kg,35.0,40.0,37.5
166826,Tomato Small(Indian),2020-05-15,KG,35.0,40.0,37.5
166886,Tomato Small(Local),2020-05-16,Kg,30.0,35.0,32.5
166887,Tomato Small(Tunnel),2020-05-16,Kg,35.0,40.0,37.5
166946,Tomato Small(Local),2020-05-17,Kg,45.0,50.0,47.5
166947,Tomato Small(Indian),2020-05-17,KG,45.0,50.0,47.5
167005,Tomato Small(Local),2020-05-18,Kg,40.0,45.0,42.5
167006,Tomato Small(Tunnel),2020-05-18,Kg,45.0,50.0,47.5
167064,Tomato Small(Local),2020-05-19,Kg,25.0,35.0,30.0
167065,Tomato Small(Tunnel),2020-05-19,Kg,35.0,40.0,37.5
167122,Tomato Small(Local),2020-05-20,Kg,30.0,35.0,32.5
167123,Tomato Small(Tunnel),2020-05-20,Kg,30.0,35.0,32.5
167180,Tomato Big(Nepali),2020-05-21,Kg,25.0,30.0,27.5
167181,Tomato Small(Tunnel),2020-05-21,Kg,30.0,35.0,32.5
167244,Tomato Small(Local),2020-05-22,Kg,20.0,25.0,22.5
167245,Tomato Small(Tunnel),2020-05-22,Kg,25.0,30.0,27.5
167305,Tomato Small(Local),2020-05-23,Kg,15.0,20.0,17.5
167306,Tomato Small(Tunnel),2020-05-23,Kg,25.0,30.0,27.5
167367,Tomato Small(Local),2020-05-24,Kg,15.0,20.0,17.5
167368,Tomato Small(Tunnel),2020-05-24,Kg,25.0,30.0,27.5
167427,Tomato Small(Local),2020-05-25,Kg,15.0,20.0,17.5
167428,Tomato Small(Tunnel),2020-05-25,Kg,15.0,20.0,17.5
167488,Tomato Small(Local),2020-05-26,Kg,15.0,20.0,17.5
167489,Tomato Small(Tunnel),2020-05-26,Kg,15.0,20.0,17.5
167549,Tomato Small(Local),2020-05-27,Kg,15.0,20.0,17.5
167550,Tomato Small(Tunnel),2020-05-27,Kg,25.0,30.0,27.5
167610,Tomato Small(Local),2020-05-28,Kg,20.0,25.0,22.5
167611,Tomato Small(Tunnel),2020-05-28,Kg,28.0,33.0,30.5
167673,Tomato Small(Local),2020-05-29,Kg,20.0,25.0,22.5
167674,Tomato Small(Tunnel),2020-05-29,Kg,25.0,30.0,27.5
167736,Tomato Small(Local),2020-05-30,Kg,15.0,20.0,17.5
167737,Tomato Small(Tunnel),2020-05-30,Kg,30.0,35.0,32.5
167798,Tomato Small(Local),2020-05-31,Kg,10.0,15.0,12.5
167799,Tomato Small(Tunnel),2020-05-31,Kg,20.0,25.0,22.5
167858,Tomato Small(Local),2020-06-01,Kg,15.0,20.0,17.5
167859,Tomato Small(Tunnel),2020-06-01,Kg,25.0,30.0,27.5
167918,Tomato Small(Local),2020-06-02,Kg,10.0,15.0,12.5
167919,Tomato Small(Tunnel),2020-06-02,Kg,22.0,30.0,26.0
167981,Tomato Small(Local),2020-06-03,Kg,15.0,20.0,17.5
167982,Tomato Small(Tunnel),2020-06-03,Kg,30.0,35.0,32.5
168043,Tomato Small(Local),2020-06-04,Kg,15.0,20.0,17.5
168044,Tomato Small(Tunnel),2020-06-04,Kg,33.0,40.0,36.5
168109,Tomato Small(Local),2020-06-05,Kg,25.0,30.0,27.5
168110,Tomato Small(Tunnel),2020-06-05,Kg,40.0,45.0,42.5
168176,Tomato Small(Local),2020-06-06,Kg,35.0,40.0,37.5
168177,Tomato Small(Tunnel),2020-06-06,Kg,40.0,50.0,45.0
168239,Tomato Small(Local),2020-06-07,Kg,25.0,30.0,27.5
168240,Tomato Small(Tunnel),2020-06-07,Kg,48.0,55.0,51.5
168309,Tomato Small(Local),2020-06-08,Kg,30.0,35.0,32.5
168310,Tomato Small(Tunnel),2020-06-08,Kg,48.0,52.0,50.0
168379,Tomato Small(Local),2020-06-09,Kg,25.0,30.0,27.5
168380,Tomato Small(Tunnel),2020-06-09,Kg,40.0,50.0,45.0
168449,Tomato Small(Local),2020-06-10,Kg,25.0,30.0,27.5
168450,Tomato Small(Tunnel),2020-06-10,Kg,50.0,55.0,52.5
168519,Tomato Small(Local),2020-06-11,Kg,25.0,30.0,27.5
168520,Tomato Small(Tunnel),2020-06-11,Kg,42.0,50.0,46.0
168589,Tomato Small(Local),2020-06-12,Kg,25.0,30.0,27.5
168590,Tomato Small(Tunnel),2020-06-12,Kg,38.0,45.0,41.5
168656,Tomato Small(Local),2020-06-13,Kg,20.0,25.0,22.5
168657,Tomato Small(Tunnel),2020-06-13,Kg,38.0,45.0,41.5
168725,Tomato Small(Local),2020-06-14,Kg,25.0,30.0,27.5
168726,Tomato Small(Tunnel),2020-06-14,Kg,35.0,45.0,40.0
168789,Tomato Small(Local),2020-06-15,Kg,25.0,30.0,27.5
168790,Tomato Small(Tunnel),2020-06-15,Kg,35.0,45.0,40.0
168850,Tomato Small(Local),2020-06-16,Kg,25.0,30.0,27.5
168851,Tomato Small(Tunnel),2020-06-16,Kg,32.0,42.0,37.0
168914,Tomato Small(Local),2020-06-17,Kg,20.0,25.0,22.5
168915,Tomato Small(Tunnel),2020-06-17,Kg,35.0,40.0,37.5
168982,Tomato Small(Local),2020-06-18,Kg,22.0,25.0,23.5
